appid,windows_req,mac_req,linux_req,required_age,awards
3800,"Minimum: Windows 2000/XP, 2.0 GHz Processor, 256 MB of RAM, 128 MB ATI 9000 or higher or 128 MB GeForce 3 or higher (except GeForce 4 MX), DirectX 8.1 or higher compatible sound card, DirectX 9.0 (included with download), 5.5 GB Minimum Hard Drive Space, NVIDIA nForce or other motherboards / soundcards containing the Dolby Digital Interactive Content Encoder required for Dolby Digital audio, Windows-compatible keyboard and mouse Recommended: Windows 2000/XP, 3.4 GHz Processor, 512 MB of RAM, 256 MB GeForce FX 5600 or higher or ATI Radeon 9600 or higher, Sound Blaster Audigy 2 series sound card or higher, Game Pad",,,0,
3810,"Minimum: Windows 98/2000/XP, 733 MHz processor, 128MB RAM, 200MB virtual memory,  2 GB free hard disc space, DirectX 8.1 or higher (included with game), DirectX compatible sound card, 100% DirectX 8.1 compatible video card, ATI Radeon, GeForce 2 or higher, with Hardware T&L (Transform & Lighting). Excludes GeForce MX and Go series cards. See full list below. Excluded cards: - TnT/TnT 2 - ATI Rage (any kind) - ATI Radeon VE and Radeon 7000 - ATI Mobility Radeon (original, laptop) - Kyro 1 & 2 (example, Hercules 3D Prophet 4000/4500) - any Voodoo card - any Intel card - any Matrox card (except the Parhelia) - any kind of integrated graphics (except the nForce) Recommended: Windows XP, Pentium 4 2.53 GHz or AMD equivalent, 512 MB RAM, 200MB virtual memory, 2 GB free hard disc space, 64MB nVidia GeForce 3, GeForce 4 Ti or ATI Radeon 8500 video card, DirectX 8.1 or higher (included with game), Sound Blaster Audigy sound card",,,0,
3820,"Minimum: Windows 98 SE/2000/XP, 1.2 GHz processor, 256MB RAM, 200MB virtual memory, 5 GB free hard disc space, DirectX 8.1 or higher (included with game), DirectX compatible sound card, 100% DirectX 8.1 compatible video card, GeForce 3 or higher, with Hardware T&L (Transform & Lighting). Excludes GeForce MX and Go series cards. See full list below. Excluded cards: - ATI Rage (all), Radeon VE and Radeon 7000, 7500, 9000 - ATI Mobility Radeon (original, laptop) - NVidia GeForce 4 MX 420 or 440 PCI - Nvidia Quadro NVS - Nvidia GeForce 2 series - Nvidia Geforce4 440 Go 64M (laptop users) - Kyro 3D Prophet - Matrox - 3D Labs - Intel Onboard (all versions) Recommended: Windows XP, Pentium 4 2.0 GHz or AMD equivalent, 512 MB RAM, 200MB virtual memory, 5 GB free hard disc space, 100% DirectX 8.1 compatible video card, Matrox Pahrelia, Nvidia GeForce 6800, ATI Radeon X800, 9600, 9700, 9800 or better, DirectX 8.1 or higher, DirectX compatible sound card",,,0,
3830,OS *: Windows 98 SE/2000/XP Processor: 1.0 GHz Pentium(R) III and AMD Athlon(tm) Memory: 256 MB of RAM Graphics: 64 MB GeForce (tm) 3 or higher or ATI(R) Radeon 8500 or higher (except GeForce 4 MX and Go series) DirectX®: version 9.0 or higher (included with game) Hard Drive: 3.75 GB minimum hard drive space Sound: DirectX&reg 9.0 or higher compatible sound card Controls: Windows-compatible keyboard and mouse,"OS: Snow Leopard 10.6.8, or later. Processor: Intel Core Duo Processor Memory: 2 GB of RAM Graphics: ATI X1600 / NVIDIA 8600GT / Intel HD3000 or better card with at least 128 MB VRAM Hard Drive: 4GB minimum hard drive space Controls: Keyboard and Mouse Leopard is not supported",Processor: 2.0 GHz Memory: 2 GB Graphics: 128 MB VRAM with OpenGL 2.1 capable and Compressed texture support (S3TC) Libraries: glibc 2.7+ Note: 32-bit native binaries only,0,
3900,"Minimum: Windows 2000/XP, 1.2GHz Intel Pentium 4 or AMD Athlon processor or equivalent, 256MB RAM, 64 MB Video Card w/ Hardware T&L (GeForce 2/Radeon 7500 or better) DirectX7 compatible sound card, 1.7GB of free hard drive space, DirectX9.0c (included) Recommended: Windows 2000/XP, 1.8GHz Intel Pentium 4 or AMD Athlon processor or equivalent/better, 512 MB RAM, 128 MB Video Card w/ DirectX 8 support (pixel and vertex shaders), DirectX7 compatible sound card, 1.7GB of free hard drive space, DirectX9.0c (included)","Recommended: OS: 10.12 (Sierra) Processor: Intel chipset CPU Speed: 2.0 GHz Memory: 512 MB RAM Hard Disk Space: 3.5 GB free disk space Video Card: (ATI): Radeon 9600 Video Card (NVidia): GeForce FX 5200 Video Memory: (VRam): 128 MB RAM Multiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported. Internet play requires broadband connection. Media Required: DVD Drive Supported Video cards: NVIDIA GeForce 5200, 6600, 6800, 7800 ATI Radeon 9600, 9650, 9700, 9800, X600, X800, X850, X1600 NOTICE: This game is not supported on volumes formatted as Mac OS Extended (Case Sensitive).",,0,
3910,"Recommended: Windows® 2000/XP (only), Pentium® II 400 MHz, 128 MB RAM, 1.7 GB Free HDD space, Windows® 2000/XP compatible video card*, Windows® 2000/XP compatible sound card*, DirectX® version 9.0b (included) or higher * Indicates device should be compatible with DirectX® version 9.0b or higher.",,,0,
3920,"Minimum: Windows® 98/Me/2000/XP, Pentium® 1.0 GHz or higher, 256 MB RAM, 1.2 GB Free HDD, 64 MB video card* with Hardware T&L support, Windows® 98/Me/2000/XP-compatible sound card*, DirectX® version 9.0b (included) or higher * Indicates device should be compatible with DirectX® version 9.0b or higher.",,,0,
3960,Minimum: OS *: Windows 98SE/2000/ME/XP with the latest updates Processor: Pentium III 800 MHz OR AMD Equivalent Memory: 128 MB RAM Graphics: 128 MB RAM that supports Vertex and Pixel Shading of 1.4 or higher DirectX: Version 9.0b Storage: 2 GB available space Additional Notes: Windows Vista and newer are not supported,,,0,
3990,"Minimum: 1.2GHz Intel Pentium 4 or AMD Athlon processor or equivalent, 256MB RAM, 64 MB Video Card w/Hardware T&L (GeForce 2/Radeon 7500 or better), DirectX 9.0c compatible sound card, 1.7 GB of free hard drive space, Direct X 9.0c (included) Recommended: 1.8GHz Intel Pentium 4 or AMD Athlon processor or equivalent/better, 512 MB RAM, 128 MB Video Card w/ DirectX 8 support (pixel and vertex shaders), DirectX 9.0c compatible sound card, 1.7GB of free hard drive space, DirectX 9.0c (included) SUPPORTED OPERATING SYSTEMS: Windows 2000 (plus Service Pack 1 or higher), Windows XP (Home or Professional) (plus Service Pack 1 or higher) *Requires Sid Meier's Civilization IV to play","Recommended: OS: Mac OS X 10.4, 10.5, and 10.6 Processor: PowerPC G5 or Intel CPU Speed: 2.0 GHz Memory: 1GB or higher Hard Disk Space: 3.5 GB free disk space Video Card: (ATI): Radeon 9600 Video Card (NVidia): GeForce FX 5200 Video Memory: (VRam): 128 MB Multiplayer: Internet (TCP/IP) and LAN (TCP/IP) play supported. Internet play requires broadband connection. Media Required: CD Drive NOTICE: Apple original CPU’s only, CPU upgrades not supported. NOTICE: Intel integrated video chipsets (GMA 950) are not supported. Supported Video cards: NVIDIA GeForce 5200, 6600, 6800, 7300, 7800 ATI Radeon 9600, 9650, 9700, 9800, X600, X800, X1600, X1900 REQUIRED: FULL VERSION OF Civilization IV for Mac OS X TO PLAY",,0,
3980,"Minimum: Windows 2000/XP (Windows 7 is not supported), 1.6 GHz processor, 512 MB RAM, 2.5 GB uncompressed space, 64 MB video card (with Hardware T&L, nVidia GeForce 3/ATI Radeon 8500 or better), DirectX 7 compatible sound card, DirectX Version 9.0c",,,0,
4000,"Minimum: OS: Windows® 10 Processor: 2 GHz Processor or better Memory: 4 GB RAM Graphics: 1GB dedicated VRAM or better DirectX: Version 9.0c Network: Broadband Internet connection Storage: 10 GB available space Sound Card: DirectX® 9 compatible Additional Notes: Mouse, Keyboard, Monitor","Minimum: OS: OS X version Snow Leopard 10.6.3 Processor: 2 GHz Processor or better Memory: 4 GB RAM Graphics: 1GB dedicated VRAM or better Network: Broadband Internet connection Storage: 10 GB available space Additional Notes: Mouse, Keyboard, Monitor","Minimum: OS: Ubuntu 12.04 Processor: 2 GHz Processor or better Memory: 4 GB RAM Graphics: 1GB dedicated VRAM or better Network: Broadband Internet connection Storage: 10 GB available space Additional Notes: Mouse, Keyboard, Monitor",0,Award
4100,"Minimum: Windows 98/ME/2000/XP, 500MHz processor, 64 MB RAM Sound Card, SVGA Graphics Card",,,0,
4230,"Minimum Microsoft Windows XP Home/Pro, 1.7 GHz Intel Pentium 4 or 100% compatible Processor, 512 MB RAM, 2.5 GB free space, DirectX 9 compatible graphics card with 128 MB memory, DirectX 9 compatible Sound Card, Keyboard and Mouse, DirectX Version 9 Recommended 3 GHz Intel Pentium IV or 100% compatible Processor, 1 GB RAM, DirectX 9 compatible graphics card with 256 MB memory, DirectX 9 compatible force feedback steering wheel Graphic Cards not supported: NVIDIA GeForce 3/4 cards ATI Radeon 8500/9000/9200 Intel Motherboard mounted chipsets",,,0,
4240,"Minimum Microsoft Windows XP Home/Pro, 1.7 GHz Intel Pentium 4 or 100% compatible Processor, 512 MB RAM, 2.5 GB free space, DirectX 9 compatible graphics card with 128 MB memory, DirectX 9 compatible Sound Card, Keyboard and Mouse, DirectX Version 9 Recommended 3 GHz Intel Pentium IV or 100% compatible Processor, 1 GB RAM, DirectX 9 compatible graphics card with 256 MB memory, DirectX 9 compatible force feedback steering wheel Graphic Cards not supported: NVIDIA GeForce 3/4 cards ATI Radeon 8500/9000/9200 Intel Motherboard mounted chipsets",,,0,
4290,"Minimum Microsoft Windows XP Home/Pro, 1.7 GHz Intel Pentium 4 or 100% compatible Processor, 512 MB RAM, 2.5 GB free space, DirectX 9 compatible graphics card with 128 MB memory, DirectX 9 compatible Sound Card, Keyboard and Mouse, DirectX Version 9 Recommended 3 GHz Intel Pentium IV or 100% compatible Processor, 1 GB RAM, DirectX 9 compatible graphics card with 256 MB memory, DirectX 9 compatible force feedback steering wheel Graphic Cards not supported: NVIDIA GeForce 3/4 cards ATI Radeon 8500/9000/9200 Intel Motherboard mounted chipsets",,,0,
4300,"This game is built on the Unreal® Engine 3. While installing RoboBlitz, you may be prompted to download and install the latest video drivers. Minimum: Microsoft® Windows® XP SP2, Intel® Pentium® 4 2.0GHz or AMD Athlon™ XP 2000+, 512 MB RAM, 400MB Hard Disk Space, nVidia® Geforce® 6600 or ATI Radeon® X800 Video Card with 256 MB RAM, DirectX Version 9.0c Recommended: Microsoft® Windows® XP SP2, Intel® Pentium® Extreme Edition 3.2GHz or AMD Athlon™ 64 X2 3800+, 1 GB RAM, 400MB Hard Disk Space, nVidia® Geforce® 7800 or ATI Radeon® X1800 Video Card with 256 MB RAM, DirectX Version: 9.0c Supported Video Cards: ATI Radeon® X1950 XTX Radeon® X1900 series Radeon® X1800 series Radeon® X1600 series Radeon® X1300 series Radeon® X850 series Radeon® X800 series Mobility™ Radeon® X800 XT series Mobility™ Radeon® X1800 XT series Mobility™ Radeon® X1800 series Mobility™ Radeon® X1600 series Mobility™ Radeon® X1300 series Mobility™ Radeon® X800 series NVidia GeForce 6600 series GeForce 6800 series GeForce 7600 series GeForce 7800 series GeForce 7900 series GeForce 7950 series GeForce Go 7400 series GeForce Go 7800 series GeForce Go 7900 series",,,0,Award
4420,Minimum: Windows® XP Intel Pentium 4 2.8 Ghz or AMD Athlon XP +2800 higher 512 MB RAM ATI Radeon 9800 256MB VRAM or Nvidia 6600 GT with 256 MB of VRAM or better DirectX version 9.0c-compatible sound card DirectX® 9.0c Network Interface (only for multiplayer games) 10 GB available HD space Recommended: Intel Pentium 4 3 Ghz or AMD Athlon XP +3000 1 GB RAM 256MB ATI Radeon X850 or Nvidia GeForce 6800GT,,,0,
4470,"OS *: Windows® XP/Vista Processor: 2 GHz Memory: 512 MB RAM Graphics: 3D, 128 MB, Direct X® 9.0c compatible (Nvidia FX 5200, ATI 9500 or better) DirectX Version: 9.0c Sound: Direct X® 9 compatible Hard Drive: 11 GB free hard drive space",,,0,
4460,Minimum: Supported OS: Windows 2000 with Service Pack 2/XP/Vista Processor: 1.5 GHz Processor or the equivalent Graphics: DirectX® 9.0c compatible 64 MB 3D graphic card (GeForce 4Ti or Radeon 8000) DirectX® Version: DirectX® 9.0c or better Memory: 256 MB RAM Sound: Sound Card compatible with Direct X® 9 Hard Drive: 4.5 GB free space,,,0,
4500,Supported OS: Microsoft® Windows® XP(Service Pack 2)/Microsoft® Windows® 2000 SP4 Processor: Intel Pentium 4 2.0 Ghz / AMD XP 2200+ Graphics: 128 MB DirectX® 8.0 compatible card / nVIDIA® GeForce™ 5700 / ATI Radeon® 9600 Memory: 512 MB RAM Sound: DirectX® 9.0 compatible sound card Hard Drive: 6 GB free hard disc space,,,0,
4530,"Minimum: Windows 2000/XP (only), AMD Athlon XP or Pentium III 1.5 GHz, 256 MB RAM, DirectX 9.0b-compatible graphics card from NVIDIA® GeForce® 3 and higher (excluding GeForce® 4MX) or ATI® Radeon® 8500 and higher, DirectX 9.0c-compatible sound card, DirectX 9.0c (included), 2.56 GB Free Hard Drive Space, MS Compatible mouse, Broadband Internet Connection (for multiplayer) Recommended: Windows XP, AMD Athlon 64; or Pentium 4 2.8GHz+; 1 GB RAM, DirectX 9.0c-compatible graphics card from NVIDIA® (GeForce® 6600 and above), DirectX 9.0c-compatible sound card - Sound Blaster® X-Fi™ series preferred",,,0,
4520,"Minimum: Windows 2000/XP (only), AMD Athlon 1 GHz or Pentium III 1 GHz, 256 MB RAM, DirectX 9.0b-compatible graphics card from NVIDIA or ATI, GeForce 3 and higher, ATI Radeon 8500 and higher, DirectX 9.0b-compatible sound card, 1.5 GB Free Hard Drive Space, Broadband Internet Connection (for multiplayer) Recommended: Windows XP, AMD Athlon XP 2000+ and above OR Pentium 4  2GHz and above, 512 MB RAM or greater, GeForce 4 Ti and higher or ATI Radeon 9500 and higher, DirectX 9.0b-compatible sound card, SoundBlaster Audigy preferred",,,0,
4560,"Minimum: OS *: Windows® XP or Vista Processor: 2.0 Ghz Intel Pentium IV or equivalent or AMD Athlon XP or equivalent Memory: 512 MB RAM Graphics: DirectX 9.0c compatible 64MB video card with Pixel Shader 1.1 support or equivalent and latest manufacturer drivers Hard Drive: 9 GB of uncompressed free hard drive space (We recommend having 1 gigabyte of free space after installation) Sound: DirectX® 9.0c compatible 16-bit sound card Required for Multiplayer: Broadband internet connection and latest drivers. * Supported Video Cards: NVIDIA: NVIDIA GeForce 3 series or better with latest manufacturer drivers (excluding the GeForce 4 MX series), ATI: ATI Radeon 9500 series or better with latest manufacturer drivers Internet connection required for play",,,0,Award
4570,"Minimum: Windows 2000/XP, 1.8 Ghz Intel Pentium III or equivalent AMD Athlon XP, 256 MB RAM, 4.5 GB free hard drive space, 32 MB DirectX 9.0c compatible AGP video card with Hardware Transformation and Lighting, 16-bit DirectX 9.0b compatible sound card, Mouse, Keyboard Recommended: 2.4 GHz Intel Pentium 4 or equivalent, 512 MB system RAM (required for 8-player multiplayer games), nVidia GeForce 3 or ATI Radeon 8500 or equivalent with 64 MB of Video RAM Required for Multiplayer: Internet: Cable modem, DSL modem, or 56.6 kbps modem for online multiplayer play; Network: TCP/IP compliant network",,,0,
4580,"Minimum: Windows 2000/XP, 2.0 Ghz Intel Pentium 4, AMD Athlon XP or equivalent processor, 512 MB RAM, 3.5 GB free hard drive space, 64 MB DirectX 9.0b compatible AGP video card with Hardware Transformation and lighting, 16-bit DirectX 9.0b compatible sound card, DirectX 9.0c, Mouse, Keyboard Recommended: 2.4 GHz Intel Pentium 4 or equivalent, 512 MB system RAM (required for 8-player multiplayer games), nVidia GeForce 3 or equivalent with 64 MB of Video RAM , Sound Blaster X-Fi Series Required for Multiplayer: Internet: Cable modem, DSL modem, or better for online multiplayer play; Network: LAN or broadband WAN",,,0,
4700,"Minimum System Requirements: Microsoft® Windows® 2000/XP Celeron 1.5GHz Pentium 4® (1500MHz) or equivalent AMD® processor 512MB RAM 11GB of uncompressed free hard disk space 100% DirectX® 9.0c compatible 16-bit sound cardand latest drivers 100% Windows® 2000/XP compatible mouse,keyboard and latest drivers DirectX® 9.0c 128MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0c compatible 1024 x 768 minimum display resolution Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card. Important Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0c compatibility.","Minimum: OS: macOS 14 Sonoma Processor: Apple M1 (8‑Core CPU), Intel Core i7 or better Memory: 8GB Graphics: Apple M1 (7‑Core GPU), AMD Radeon Pro 555X or better Storage: 15GB Additional Notes: PRE macOS 14 USERS: Players using a version of macOS before 14 can access a compatible version of the game via the Beta tab in the game’s properties window. Select the 'mac_1.1.1 - macOS 13 or Intel GPUs only' branch for a version that is compatible with 10.14 up to 13.6.4. Please also see our guide here ——— Please note for your computer to meet the minimum requirements it must match or better all elements of the listed system requirements. For more detailed specifications check the Feral website.",OS: Ubuntu 14.04 Steam OS 2.0 (NVIDIA & Intel Only) Graphics Card: Nvidia 600 series+ with Driver Version 352.55 AMD R7 with Mesa 11.2 driver* Intel Iris Pro with Mesa 11.2 driver* *IMPORTANT: AMD GPUS may require Ubuntu 15.10 or later. Mesa 11.2 driver still in active development.,0,
4720,Minimum: OS *: Windows XP Processor: 2.0 GHz Intel Pentium 4 or AMD Athlon equivalent (2.4 GHz recommended) Memory: 512 MB RAM Graphics: DirectX 9.0 compatible video card with at least 128 MB video RAM DirectX®: 9.0 Hard Drive: 8 GB HD space Sound: DirectX 9.0 compatible sound card Additional: No controller support.,,,18,
4760,"Minimum: Microsoft® Windows® 2000/XP, Pentium III 1.0GHz or Athlon 1.0GHz processor or higher, 256MB RAM, 2.9GB of uncompressed free hard disk space (plus 500MB for Windows swap file), 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers, 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers, DirectX® 9.0b, 64MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0b compatible, 1024 x 768 Display Resolution, Internet (TCP / IP) play supported;Internet play requires broadband connection and latest drivers; LAN play requires Network card (Multiplayer) Important Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0b compatibility.",,,0,
4770,"Minimum: Microsoft® Windows® 2000/XP, Pentium III 1.0GHz or Athlon 1.0GHz processor or higher, 256MB RAM , 2.9GB of uncompressed free hard disk space (plus 500MB for Windows swap file), 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers, 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers, DirectX® 9.0b, 64MB Hardware Accelerated video card with Shader 1 support and the latest drivers. Must be 100% DirectX® 9.0b compatible, 1024 x 768, Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card. Important Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0b compatibility.",,,0,
4780,"Minimum: Supported OS: Windows 2000/XP Processor: Celeron 1.5GHz Pentium 4® (1500MHz) or equivalent AMD® processor. (2.4 GHz P4 Recommended) RAM: 512 MB of RAM  (1 GB RAM recommended) Disk Space: 5 GB of uncompressed hard drive space Graphics Card*: 128MB Hardware Accelerated video card with Shader 1 supportand the latest drivers. Must be 100% DirectX® 9.0c compatible. (256 MB NVIDIA® GeForce™ 7300 or greater or ATI® Radeon® X1600 or greater recommended) Display Resolution: 1024 x 768 Sound Card: 100% DirectX® 9.0c compatible 16-bit sound card and latest drivers DirectX Version: DirectX® 9.0c Input Devices: 100% Windows® 2000/XP compatible mouse, keyboard and latest drivers Multiplayer: Internet (TCP / IP) play supported; Internet play requires broadband connection and latest drivers; LAN play requires Network card. *Note: Some cards may not be compatible with the 3D acceleration features utilized by Medieval II: Total War. Please refer to your hardware manufacturer for 100% DirectX® 9.0c compatibility.","Minimum: OS: 10.14 Processor: Intel Core i3 Memory: 4GB Graphics: NVIDIA GeForce GT 650M 512MB, AMD Radeon R9 M290 2GB, Intel HD Graphics 4000 (See Notes for more details) Storage: 15GB (Steam) Additional Notes: The game is supported on the following Macs. To check your Mac model and when it was released, select About This Mac from the Apple menu on your menu bar. * All MacBooks released since Early 2015 * All MacBook Airs since Mid 2012 (1) * All 13” MacBook Pros released since Mid 2012 (1) * All 15” MacBook Pros released since Mid 2012 * All Mac minis released since Late 2012 (1) * All 21’5” iMacs released since Late 2012 (1) * All 27” iMacs released since Late 2012 * All 27"" iMac Pros released since Late 2017 * All Mac Pros released since Mid 2010 with an AMD Radeon HD 7950 (Mac Edition) (1) Models with an Intel HD Graphics 4000 or Intel HD Graphics 5000 graphics card require at least 8GB of System Memory ——— Please note for your computer to meet the minimum requirements it must match or better all elements of the listed system requirements. For more detailed specifications check the Feral website. Pre 10.14 Users: Players using a version of OS X before 10.14 can access a compatible version of the game via the Beta tab in the game’s properties window. Select the ‘mac_linux_gl-1.0.3' branch for a version that is compatible with 10.10.5 up to 10.13.6.",OS: Ubuntu 14.04 Steam OS 2.0 (NVIDIA & Intel Only) Graphics Card: Nvidia 600 series+ with Driver Version 352.55 AMD R7 with Mesa 11.2 driver* Intel Iris Pro with Mesa 11.2 driver* *IMPORTANT: AMD GPUS may require Ubuntu 15.10 or later. Mesa 11.2 driver still in active development.,0,
4800,"Windows 2000/XP Latest Video and Sound drivers are highly recommended for optimal performance. For better game performance please close all background programs (instant messaging, antivirus, system monitoring). Minimum: Intel Pentium 4 2Ghz or AMD Athlon XP 2000+, nVidia GeForce FX5200 or ATI Radeon 9000 Video card with 128MB Memory, 512MB RAM, DirectX 8.0 compatible Sound, 2.5 Gb Free Hard drive space Recomended: Intel Pentium 4 3Ghz or AMD Athlon 64 3200+, nVidia GeForce 6600 or ATI Radeon X800 Video card, 1GB RAM, DirectX 8.0 compatible Sound, 2.5 Gb Free Hard drive space Optional: Internet Connection for multiplayer game via Internet, Minimal: 56K Dial-Up Connection",,,0,
4850,"OS *: Microsoft Windows XP Home (Service Pack 3) Processor: Intel Atom N270 Memory: 512MB RAM Graphics: Intel GMA 950 DirectX®: DirectX9 Hard Drive: 550MB space free Sound: 100% Direct Sound Compatible Internet Connection: 56 Kbit/sec Controller: ""mouse"" or touchpad",,,0,
4870,OS *: Windows 7/Vista/XP Processor: 1.6 GHz Memory: 1GB Hard Disk Space: 100MB of free space Video Card: 128 MB DirectX 9.0c compatible or better video card with pixelshader 2.0 DirectX®: 9.0c Sound: DirectX 9.0c compatible sound card Additional: Microsoft XNA Framework 3.1,,,0,
4880,Operating system: Windows® XP / Vista™ / Windows® 7 Processor: 1.4 GHz CPU Memory: 512 MB Hard disk space: 350MB Video: Video Card with 64MB dedicated memory and DirectX 9 Compatible Sound: Sound card with DirectX 9.0 support DirectX®: 9.0 or higher,,,0,
4890,Operating system: Windows® XP and higher Processor: 1.4 GHz CPU Memory: 512 MB Hard disk space: 1.8GB Video: Video Card with 128MB dedicated memory and DirectX 9 Compatible Sound: Sound card with DirectX 9.0 support DirectX®: 9.0 or higher,,,0,
4900,"Windows 98/ME/2000/XP, 128 MB RAM, 500 MHz or faster, Direct X 7.0",,,0,
4920,"Minimum: OS: 7 64-Bit (SP1) or Windows 10 64-Bit Processor: Dual-core processor 2.4 GHz (Intel Core 2 Duo, i3), 2.6 GHz (AMD Athlon or FX) Memory: 6 GB RAM Graphics: DirectX 11 compatible dedicated video card with 2 GB VRAM DirectX®: 11.0 Hard Drive: 13 GB HD space Other Requirements: Broadband Internet connection",,,0,Award
4932,"Minimum: OS: 7 64-Bit (SP1) or Windows 10 64-Bit Processor: Dual-core processor 2.4 GHz (Intel Core 2 Duo, i3), 2.6 GHz (AMD Athlon or FX) Memory: 6 GB RAM Graphics: DirectX 11 compatible dedicated video card with 2 GB VRAM DirectX®: 11.0 Hard Drive: 13 GB HD space Other Requirements: Broadband Internet connection",,,0,Award
